trial threads xsize ysize total init sim edge_comm file_io err_total err_init err_sim err_edge_comm err_file_io
AVG 2 1000 4000 1.278600e+02 9.630100e-02 4.477400e+01 8.399900e+01 8.298600e+01 9.498631e-01 2.534184e-04 8.361770e-01 8.049366e-01 2.025201e-01


1 4 1000 4000 9.813e+01 8.928e-02 1.904e+01 7.904e+01 7.894e+01
2 4 1000 4000 9.944e+01 7.908e-02 2.027e+01 8.019e+01 7.917e+01
3 4 1000 4000 9.827e+01 7.824e-02 1.905e+01 7.920e+01 7.912e+01
4 4 1000 4000 9.827e+01 7.919e-02 1.906e+01 7.917e+01 7.910e+01
5 4 1000 4000 9.833e+01 7.931e-02 1.907e+01 7.923e+01 7.916e+01
6 4 1000 4000 9.873e+01 8.548e-02 1.950e+01 7.957e+01 7.912e+01
7 4 1000 4000 9.843e+01 7.869e-02 1.913e+01 7.929e+01 7.918e+01
8 4 1000 4000 9.847e+01 7.866e-02 1.912e+01 7.930e+01 7.921e+01
9 4 1000 4000 9.849e+01 7.861e-02 1.912e+01 7.931e+01 7.922e+01
10 4 1000 4000 9.979e+01 7.870e-02 2.051e+01 8.060e+01 7.928e+01
AVG 4 1000 4000 9.863500e+01 8.052400e-02 1.938700e+01 7.949000e+01 7.915000e+01 1.641904e-01 1.120772e-03 1.881432e-01 1.514464e-01 2.742262e-02


1 8 1000 4000 8.947e+01 7.951e-02 1.022e+01 7.986e+01 7.934e+01
2 8 1000 4000 8.919e+01 7.858e-02 9.643e+00 7.961e+01 7.946e+01
3 8 1000 4000 8.930e+01 7.900e-02 9.636e+00 7.971e+01 7.949e+01
4 8 1000 4000 8.950e+01 7.848e-02 1.015e+01 7.985e+01 7.931e+01
5 8 1000 4000 8.927e+01 7.961e-02 9.839e+00 7.962e+01 7.926e+01
6 8 1000 4000 8.894e+01 7.893e-02 9.639e+00 7.936e+01 7.921e+01
7 8 1000 4000 8.904e+01 7.909e-02 9.649e+00 7.945e+01 7.929e+01
8 8 1000 4000 8.913e+01 7.950e-02 9.657e+00 7.955e+01 7.938e+01
9 8 1000 4000 8.904e+01 7.905e-02 9.637e+00 7.945e+01 7.930e+01
10 8 1000 4000 8.931e+01 7.931e-02 9.710e+00 7.970e+01 7.940e+01
